publishedDate,district,city,contactName,phoneNumbers,adDeactivates,description,adId,isMember,isVerified,memberSince,price,slug,title,address,bedrooms,bathrooms,houseSize,landSize
2024-02-02T10:09:49+05:30,Colombo,Piliyandala,Asiri Properties & Land Sales (Pvt) Ltd,"[{""number"":""0777309940"",""verified"":true}]",2024-03-30T04:54:19.000Z,"Luxury 5 Bedrooms House for sale in Boralesgamuwa Bokundara* 𝟏𝟎.𝟖 𝐏𝐞𝐫𝐜𝐡𝐞𝐬 | 𝟓 𝐁𝐞𝐝𝐫𝐨𝐨𝐦𝐬 | 𝟑 𝐁𝐚𝐭𝐡𝐫𝐨𝐨𝐦𝐬 | 𝟑𝟕 𝐌𝐈𝐥𝐥𝐢𝐨𝐧 | 𝟑𝟕𝟎 𝐥𝐤𝐬 *House built with high quality materials 9 Inch gadol).  Clear deed & approved plan with COC. International schools, Government schools , Super Markets, Highway entrance, Hospitals & Bank are just 5 minutes reach. Please visit the property for the inspection. Call for more info800 meters to ( 120 Colombo main road)3 Kms to Boralesgamuwa Junction 𝐇𝐨𝐮𝐬𝐞 𝐈𝐧𝐟𝐨𝐫𝐦𝐚𝐭𝐢𝐨𝐧✅ 10.8 Perches✅ 2800 sqft✅ 5 Bedrooms✅ 3 Bathrooms ( Attached bathrooms + Hot water)✅ Kitchen with modern full pantry✅ Large Living and Dining area✅ TV lobby✅ CCTV✅ Car porch (2 Cars can park )✅ Large front balconies ✅ Garden space ✅ Roller Gate✅ Garden wall✅ Clear Deed✅ Approved Plansමීට අමතරව තවත් නිවාස සහ ඉඩම් ඔබට සරිලන මුදලට මිලදී ගැනීමට අප සතුව ඇත. අප හා සම්බන්ධ වී විස්තර දැනගන්න.------------------------------------------------------------------------------------------------------------------අපගේ සේවාවන් :1. ඔබගේ හදිසි මුදල් අවශ්‍යතාවය මත වාහන, නිවාස සහ දේපල ,ලැප්ටොප් , ස්මාට් ෆෝන්  ඇප මත කඩිනම් ණය පහසුකම් අපගේ ආයතනය මගින් ලබා ගත හැක.2. ඔබ ඉඩමක් හෝ නිවසක් මිලදී ගැනීමේදී අවශ්‍ය වන බැංකු ණය පහසුකම් අප ආයතනය විසින් සලසා දෙනු ලැබේ. 3. ඔබගේ ඉඩමක නිවාස ඉදිකිරීම් කටයුතුද අප ආයතනය මගින් විශ්වාසවන්තව සිදුකරගත හැක.---------------------------------------------------------------------------------------------------------------------සියලුම විස්තර කියවා බලා නිවස / ඉඩම බැලීමට කලින් වෙලාවක් වෙන් කරගන්න𝗣𝗹𝗲𝗮𝘀𝗲 𝗿𝗲𝘀𝗲𝗿𝘃𝗲 𝗮 𝘁𝗶𝗺𝗲 𝗶𝗻 𝗮𝗱𝘃𝗮𝗻𝗰𝗲 𝘁𝗼 𝗶𝗻𝘀𝗽𝗲𝗰𝘁 𝘁𝗵𝗲 𝗽𝗿𝗼𝗽𝗲𝗿𝘁𝘆.👉  𝐂𝐚𝐥𝐥 𝐟𝐨𝐫 𝐦𝐨𝐫𝐞 𝐢𝐧𝐟𝐨 -  𝗔𝘀𝗶𝗿𝗶 𝗣𝗿𝗼𝗽𝗲𝗿𝘁𝗶𝗲𝘀 & 𝗟𝗮𝗻𝗱 𝗦𝗮𝗹𝗲𝘀 (𝗣𝗿𝗶𝘃𝗮𝘁𝗲) 𝗟𝗶𝗺𝗶𝘁𝗲𝗱𝗢𝗳𝗳𝗶𝗰𝗲 𝗔𝗱𝗱𝗿𝗲𝘀𝘀No. 227/5/A/5/3, Bandaragama Road, Kesbewa Junction (Infront of Electricity Board - Kesbewa)බ්‍රෝකර්වරු කතා කිරීමෙන් වලකින්න 30th Jan",65b880fb863e0600202f0c65,true,true,July 2020,"Rs 37,000,000",luxury-5-bedrooms-house-for-sale-in-boralesgamuwa-for-sale-colombo-7,Luxury 5 Bedrooms House for sale in Boralesgamuwa,Bokundara,5,3,"2,800.0 sqft",10.8 perches
